client_id,visitor_id,visit_id,start_time,confirm_time,total_time_spent,Variation_x,clnt_tenure_yr,clnt_age,num_accts,bal,calls_6_mnth,logons_6_mnth,Variation_y,gender_dichotomic
8215341,161093032_19283014910,612764604_92193353537_916750,2017-04-15 14:07:14,2017-04-15 14:09:56,162.0,Test,14.0,52.5,2.0,96226.69,6.0,9.0,Test,1
8217859,557611425_28823911666,138283553_59503605400_628660,2017-05-17 01:52:25,2017-05-17 01:55:43,198.0,Test,13.0,28.0,2.0,99361.01,2.0,5.0,Test,0
8218129,945055416_52680430932,547840664_69883128984_285866,2017-05-06 19:37:14,2017-05-06 19:40:44,210.0,Control,12.0,44.0,3.0,156826.09000000003,6.0,9.0,Control,1
8219853,347005391_68182090977,233057531_53707784589_42065,2017-03-29 16:26:55,2017-03-29 16:28:36,101.0,Control,7.0,31.5,2.0,50944.89,3.0,6.0,Control,0
8220863,983630340_19872875414,264611878_19991251050_44343,2017-06-19 19:24:00,2017-06-19 19:27:17,197.0,Control,7.0,39.0,3.0,197857.77999999997,6.0,9.0,Control,0
8223918,126313850_53217298093,174056100_2985900634_317325,2017-03-29 11:30:50,2017-03-29 11:42:20,690.0,Test,8.0,83.5,2.0,81549.26999999999,5.0,8.0,Test,1
8224037,79004487_36824892521,816179711_67578094438_809524,2017-04-04 14:42:02,2017-04-04 14:44:45,163.0,Test,20.0,49.5,2.0,41590.53999999999,1.0,4.0,Test,0
8225975,495586983_58919042122,930538066_19543279322_918499,2017-04-05 12:35:04,2017-04-05 12:34:31,-33.0,Control,30.0,64.5,2.0,162578.51,6.0,9.0,Control,0
8226139,884897911_7654454397,328301251_64155326332_939551,2017-04-12 11:22:08,2017-04-12 11:24:08,120.0,Control,5.0,27.5,2.0,34536.7,5.0,8.0,Control,0
8227073,580624675_92365587860,87844677_1766192061_815358,2017-04-05 13:11:00,2017-04-05 13:10:24,-36.0,Control,21.0,41.5,3.0,393844.92,2.0,5.0,Control,0
8229804,708590700_6150388644,568183610_11289489900_615703,2017-04-05 12:34:06,2017-04-05 12:42:44,518.0,Test,5.0,60.5,2.0,46090.619999999995,1.0,4.0,Test,0
8230414,494331610_20319555551,245884342_76048912096_788321,2017-04-09 18:26:23,2017-04-09 18:36:42,619.0,Test,8.0,58.5,4.0,175649.2,4.0,7.0,Test,1
8231344,819330067_51271127399,142394166_54088479510_850938,2017-04-08 20:19:18,2017-04-08 20:16:44,-154.0,Test,14.0,50.5,3.0,179447.41999999998,2.0,5.0,Test,0
8231864,708632985_81377548336,873364077_4611566576_233415,2017-03-31 18:13:38,2017-03-31 18:18:08,270.0,Test,10.0,70.5,2.0,69451.47,4.0,7.0,Test,1
8234524,659946603_62394491916,581296090_69902225410_946543,2017-04-26 13:49:50,2017-04-26 13:50:54,64.0,Control,6.0,25.5,2.0,40905.58,3.0,6.0,Control,0
8234708,261519068_28765110319,486029697_51140904449_134326,2017-04-02 14:34:02,2017-04-02 14:42:04,482.0,Control,8.0,23.5,2.0,68341.79000000001,5.0,8.0,Control,0
8234949,568968730_8230963768,38573722_18782548408_502225,2017-03-29 11:53:02,2017-03-29 12:00:03,421.0,Control,11.0,70.5,2.0,266032.25,2.0,5.0,Control,1
8235124,950336174_38099346683,817457679_15526577963_215121,2017-04-05 21:04:52,2017-04-05 21:04:30,-22.0,Test,4.0,34.5,2.0,45255.16,6.0,9.0,Test,0
8235834,217637561_48884627926,781330653_4372074978_773994,2017-03-31 00:08:27,2017-03-31 00:13:44,317.0,Test,11.0,33.5,2.0,59976.48,4.0,7.0,Test,1
8237386,424510529_92022272955,473754096_49955646070_975312,2017-04-17 16:10:01,2017-04-17 16:17:45,464.0,Control,20.0,65.5,3.0,528349.83,4.0,7.0,Control,0
8238658,731634090_72612178525,5222900_14976179265_481632,2017-04-15 21:33:05,2017-04-15 21:43:54,649.0,Control,7.0,32.5,4.0,54540.92999999999,6.0,9.0,Control,0
8239936,682777525_24493973444,227546321_30483680421_882873,2017-04-02 19:47:49,2017-04-02 19:55:50,481.0,Test,24.0,54.5,2.0,118519.3,2.0,5.0,Test,1
8242392,450048398_8417953794,898377219_324840668_881669,2017-04-15 07:22:38,2017-04-15 07:26:30,232.0,Test,6.0,41.5,2.0,27532.3,0.0,3.0,Test,0
8245264,848848470_92310515735,694483650_26335836283_240693,2017-04-16 18:30:04,2017-04-16 18:50:51,1247.0,Test,13.0,65.5,2.0,464842.02,6.0,9.0,Test,1
8245704,316794024_88293203795,553205853_93992856905_815292,2017-04-05 20:37:53,2017-04-05 20:37:11,-42.0,Control,6.0,26.5,2.0,36571.35,6.0,9.0,Control,0
8245786,441198986_77122841327,337677867_96058440647_443499,2017-04-15 09:34:51,2017-04-15 09:39:51,300.0,Test,15.0,49.5,2.0,84423.37,3.0,6.0,Test,0
8247591,244216002_56271225656,108945577_3113163814_542520,2017-04-22 19:08:56,2017-04-22 19:21:20,744.0,Test,23.0,37.5,2.0,39128.23,1.0,4.0,Test,1
8249646,662548025_98152629030,493679071_92774383247_963648,2017-05-18 22:42:52,2017-05-18 22:49:59,427.0,Control,10.0,53.0,5.0,435374.31,6.0,9.0,Control,1
8251595,243121312_53793692890,837255351_37190442664_678135,2017-04-09 09:09:02,2017-04-09 09:16:59,477.0,Control,21.0,69.5,3.0,170451.21000000002,3.0,6.0,Control,1
8252266,898405345_38465275930,10195285_83113954302_914786,2017-04-19 11:11:49,2017-04-19 11:14:50,181.0,Control,4.0,25.5,2.0,26387.76,1.0,4.0,Control,0
8253552,978630051_95844426070,936281146_70474930821_45810,2017-04-12 11:49:34,2017-04-12 11:53:13,219.0,Test,6.0,42.5,2.0,28045.96,1.0,4.0,Test,0
8253877,175886202_16274448436,627693489_6190555702_883136,2017-04-28 20:43:48,2017-04-28 20:46:51,183.0,Test,16.0,36.5,2.0,120874.88,6.0,9.0,Test,0
8254556,397587726_89159976740,265006427_81749961771_720777,2017-04-09 10:53:25,2017-04-09 10:55:16,111.0,Test,7.0,48.5,2.0,29712.07,6.0,9.0,Test,0
8259142,690844967_19307052971,853672164_17394512429_97615,2017-06-18 18:51:18,2017-06-18 18:55:35,257.0,Control,14.0,52.0,4.0,372435.35,3.0,6.0,Control,0
8259583,990171506_47554289209,529406690_14221297941_766478,2017-04-08 16:01:28,2017-04-08 15:55:24,-364.0,Test,4.0,34.5,2.0,50308.869999999995,0.0,3.0,Test,0
8260569,85565876_94440914717,130282130_27674332656_808282,2017-05-07 19:58:37,2017-05-07 20:09:11,634.0,Control,12.0,34.0,2.0,56879.33,1.0,4.0,Control,0
8262787,230027787_20876735897,922960724_64354266047_180564,2017-04-23 22:53:41,2017-04-23 22:57:01,200.0,Test,6.0,27.5,2.0,51243.69,1.0,4.0,Test,0
8262801,278235276_61416981966,270924481_92456051798_391335,2017-03-30 08:47:25,2017-03-30 08:52:30,305.0,Control,5.0,36.5,2.0,39563.72,6.0,9.0,Control,0
8263833,322536763_95229910201,917800473_9764962179_159978,2017-04-12 11:40:56,2017-04-12 11:45:37,281.0,Control,13.0,53.5,2.0,36130.34,1.0,4.0,Control,0
8264540,111045482_95495336308,915527111_2419317151_559112,2017-06-10 12:41:21,2017-06-10 12:45:36,255.0,Test,7.0,32.0,3.0,236174.36,4.0,7.0,Test,0
8265793,170300679_13593793023,190810900_4779253503_479736,2017-04-14 19:46:22,2017-04-14 19:48:20,118.0,Test,12.0,46.5,2.0,56956.52,4.0,7.0,Test,1
8266473,704696854_42260431808,899099813_13095405649_281466,2017-04-26 14:46:47,2017-04-26 14:45:39,-68.0,Control,4.0,29.5,2.0,50004.73,2.0,5.0,Control,1
8270123,670501537_47358304019,662346412_88935886739_19697,2017-06-11 21:49:47,2017-06-11 21:54:15,268.0,Control,6.0,29.0,2.0,56977.77,6.0,9.0,Control,0
8272618,881580225_56175320019,240674205_25864537490_321304,2017-04-08 16:44:50,2017-04-08 16:42:48,-122.0,Test,33.0,53.5,2.0,44174.39,2.0,5.0,Test,0
8276980,662500010_37288624542,782672841_99997096567_832848,2017-06-12 17:18:50,2017-06-12 17:20:40,110.0,Control,18.0,41.0,2.0,25034.879999999997,0.0,3.0,Control,1
8278144,747702503_26511348942,705604761_25411248170_688814,2017-04-17 14:13:26,2017-04-17 14:25:14,708.0,Test,21.0,58.5,2.0,37851.78,0.0,5.0,Test,1
8279228,880317331_22435541624,923479529_95925865750_51747,2017-04-05 17:06:34,2017-04-05 17:12:41,367.0,Test,13.0,49.5,3.0,232714.99,3.0,6.0,Test,0
8279701,699237740_20268843203,202771799_23769112382_150279,2017-03-29 14:59:21,2017-03-29 15:08:43,562.0,Test,12.0,75.5,2.0,285702.09,6.0,9.0,Test,0
8280249,52406786_67789539762,23170704_25239620748_309598,2017-06-20 15:50:10,2017-06-20 15:53:28,198.0,Test,16.0,37.0,3.0,152130.37,5.0,8.0,Test,0
8280766,325384063_77409307497,644492076_72087102546_293927,2017-05-21 16:01:19,2017-05-21 16:05:45,266.0,Control,15.0,29.0,2.0,50985.83,3.0,6.0,Control,1
8281643,254097440_1201178811,721211444_99123196060_438045,2017-05-08 14:36:52,2017-05-08 14:38:50,118.0,Test,17.0,49.0,2.0,93307.88,5.0,8.0,Test,0
8282979,66166121_3729284984,413153670_23361197069_751162,2017-03-30 13:55:54,2017-03-30 13:58:18,144.0,Test,7.0,25.5,3.0,78398.12,6.0,9.0,Test,0
8283857,802411227_60593876804,424470014_80807799897_674277,2017-05-15 11:03:35,2017-05-15 11:19:34,959.0,Test,5.0,63.0,2.0,98624.35,4.0,7.0,Test,1
8284480,379682303_40871746398,330937703_91065748259_305250,2017-03-29 12:35:29,2017-03-29 12:43:56,507.0,Test,9.0,68.5,2.0,318305.29,3.0,6.0,Test,0
8284851,144366748_34337787694,81151043_32717267381_375970,2017-03-29 12:33:13,2017-03-29 12:35:11,118.0,Test,8.0,28.5,2.0,49281.23,1.0,4.0,Test,0
8287712,898207518_52955098767,367332697_76663174115_417110,2017-05-20 19:57:14,2017-05-20 20:01:50,276.0,Test,6.0,24.0,2.0,85036.61,3.0,6.0,Test,0
8292336,946627543_23007728914,823175387_48413849643_358401,2017-03-30 12:52:47,2017-03-30 12:56:37,230.0,Test,16.0,68.5,3.0,62193.64,6.0,9.0,Test,1
8292850,182292281_26819268024,615059309_59025121880_647457,2017-05-24 10:32:21,2017-05-24 10:40:16,475.0,Test,8.0,63.0,2.0,67730.48,5.0,8.0,Test,0
8293875,535372699_60155306062,339267712_78397922140_713679,2017-03-22 20:25:41,2017-03-22 21:02:58,2237.0,Test,19.0,63.5,2.0,140021.59999999998,4.0,7.0,Test,1
8294098,579491595_67917166871,688492495_67183999392_750580,2017-04-16 18:04:38,2017-04-16 18:08:53,255.0,Test,14.0,22.5,2.0,62520.98,0.0,3.0,Test,0
8295379,74030242_24786355439,778772377_98046958745_990891,2017-04-06 11:31:47,2017-04-06 11:44:49,782.0,Test,6.0,65.5,2.0,293352.6,0.0,3.0,Test,0
8295735,13932702_87191244476,719321487_26644677134_304098,2017-05-17 19:38:56,2017-05-17 19:52:44,828.0,Control,20.0,48.0,2.0,77751.5,4.0,7.0,Control,1
8296273,350470904_81862489818,345199575_71214890671_767320,2017-04-12 11:24:16,2017-04-12 11:22:02,-134.0,Control,26.0,70.5,2.0,86740.9,6.0,9.0,Control,1
8296872,881102045_89335556456,459091662_35743518828_825737,2017-05-31 06:11:20,2017-05-31 06:22:26,666.0,Test,8.0,59.0,3.0,36032.68,2.0,5.0,Test,0
8297953,102579073_68679165539,355543421_52311682366_653775,2017-03-29 16:00:23,2017-03-29 16:04:17,234.0,Test,4.0,58.5,2.0,31398.74,1.0,4.0,Test,0
8298512,960238100_54360527169,746322057_10589913636_141577,2017-04-23 13:26:29,2017-04-23 13:33:25,416.0,Test,6.0,29.5,2.0,26843.659999999996,1.0,4.0,Test,1
8298599,821990234_46783437744,354105574_40091270514_437488,2017-05-30 11:07:12,2017-05-30 11:09:47,155.0,Control,21.0,58.0,2.0,457429.81,3.0,6.0,Control,0
8299933,821604733_22655969323,897774647_63412722902_92959,2017-04-16 14:41:28,2017-04-16 14:44:59,211.0,Test,22.0,59.5,2.0,63784.939999999995,4.0,7.0,Test,0
8305136,216600233_89338448949,802606265_87957535181_744601,2017-05-18 14:41:39,2017-05-18 14:55:09,810.0,Test,8.0,47.0,2.0,200196.92,4.0,7.0,Test,0
8305949,472541734_70649277,136871538_52521925720_557595,2017-04-10 09:48:56,2017-04-10 09:54:58,362.0,Test,4.0,26.5,2.0,25126.72,0.0,3.0,Test,0
8309245,983085382_20766257602,458141034_60697832918_905554,2017-04-26 10:01:26,2017-04-26 10:06:33,307.0,Test,11.0,52.5,2.0,74358.76,4.0,7.0,Test,0
8310041,723443679_89841122216,779713959_87624235975_774817,2017-03-29 14:18:22,2017-03-29 14:21:57,215.0,Test,7.0,29.5,2.0,31728.78,6.0,9.0,Test,0
8311223,87597954_83284390101,163026604_84923236408_66430,2017-03-30 15:29:54,2017-03-30 15:36:17,383.0,Control,20.0,40.5,3.0,48345.96,2.0,5.0,Control,1
8311234,378407021_72752585068,365257171_4694953466_500596,2017-05-04 23:44:15,2017-05-04 23:59:04,889.0,Control,17.0,38.0,5.0,161325.75,6.0,9.0,Control,1
8312319,976762931_7810582310,356549486_83727228650_639957,2017-05-02 10:56:03,2017-05-02 11:26:21,1818.0,Test,16.0,42.0,2.0,147125.15,3.0,6.0,Test,1
8313701,526227661_74769874079,785012189_73415015333_970090,2017-04-06 09:57:45,2017-04-06 09:53:59,-226.0,Control,5.0,63.5,2.0,32125.129999999997,2.0,5.0,Control,0
8314183,170422836_64772555780,196275201_81422399219_672346,2017-04-12 14:47:06,2017-04-12 14:57:52,646.0,Test,9.0,27.5,2.0,59708.22,6.0,9.0,Test,1
8314885,257069145_1994098979,233057688_7341789902_485510,2017-04-14 13:20:29,2017-04-14 13:25:16,287.0,Test,6.0,51.5,2.0,87299.54999999999,0.0,3.0,Test,0
8314951,364641471_90646282804,121478705_77349376732_704294,2017-03-29 12:37:15,2017-03-29 13:08:00,1845.0,Test,5.0,29.5,2.0,42390.7,3.0,6.0,Test,0
8319901,152559771_57408948187,295319191_49098444170_571382,2017-04-13 06:54:16,2017-04-13 06:51:01,-195.0,Control,7.0,41.5,3.0,96985.86,3.0,6.0,Control,0
8322275,301759022_49825354829,619903732_98121810590_342529,2017-04-13 08:48:50,2017-04-13 09:30:51,2521.0,Test,12.0,59.5,2.0,74091.66,4.0,7.0,Test,0
8322873,86916369_18517009069,695847446_98320634318_35206,2017-04-27 15:24:44,2017-04-27 15:27:28,164.0,Test,18.0,68.5,2.0,49669.23,3.0,6.0,Test,1
8323538,126938950_956643476,292266116_75714416966_266164,2017-04-07 11:02:01,2017-04-07 10:58:25,-216.0,Control,18.0,39.5,3.0,206535.98,5.0,8.0,Control,0
8324376,586631251_50164994465,192957035_17605832271_618532,2017-04-01 23:31:41,2017-04-01 23:39:31,470.0,Test,15.0,35.5,2.0,43130.96,1.0,4.0,Test,0
8324410,649204448_71505485801,292515255_89405113086_604489,2017-06-17 20:27:20,2017-06-17 20:29:27,127.0,Test,14.0,31.0,2.0,72067.15,0.0,3.0,Test,1
8325554,361092646_16531708138,337161590_49327671915_701883,2017-06-05 13:28:27,2017-06-05 13:33:47,320.0,Test,7.0,31.0,2.0,59603.7,0.0,3.0,Test,0
8327879,984521731_33317003985,262983517_96174382354_332256,2017-04-07 22:03:28,2017-04-07 22:17:17,829.0,Control,10.0,72.5,2.0,184688.82,1.0,4.0,Control,1
8328073,419425947_35611470959,155692770_7635370111_823171,2017-04-04 21:28:40,2017-04-04 21:43:57,917.0,Test,4.0,55.5,2.0,31827.82,6.0,9.0,Test,0
8329138,862901580_56194434825,607490363_39969397013_93552,2017-04-13 11:51:02,2017-04-13 11:57:42,400.0,Test,18.0,66.5,3.0,398825.1,5.0,9.0,Test,0
8329806,671552245_63163881725,937941759_55719977801_367319,2017-06-09 09:27:02,2017-06-09 09:35:57,535.0,Control,13.0,59.0,3.0,130019.4,6.0,9.0,Control,0
8330372,861642022_56569910394,204365046_31795049727_312249,2017-04-28 11:53:57,2017-04-28 11:55:20,83.0,Test,9.0,73.5,2.0,64975.25,1.0,4.0,Test,1
8331532,668530442_76227419769,870918732_66721687639_157043,2017-06-18 20:28:07,2017-06-18 20:35:18,431.0,Test,9.0,46.0,2.0,67614.35,2.0,5.0,Test,1
8331994,397654460_59214313805,840802051_26337967760_432993,2017-05-13 07:41:51,2017-05-13 07:44:42,171.0,Control,24.0,42.0,3.0,95426.58,3.0,6.0,Control,0
8333682,206049307_64125184300,13237711_24972983765_60282,2017-05-24 21:41:37,2017-05-24 21:42:38,61.0,Control,8.0,34.0,2.0,36660.31,0.0,3.0,Control,1
8336492,891611235_99338845471,472352745_26710629634_337397,2017-04-24 05:40:05,2017-04-24 05:38:58,-67.0,Control,10.0,44.5,3.0,308490.91,4.0,7.0,Control,0
8337819,248574914_92620440214,146044721_50463799847_163588,2017-03-31 03:18:35,2017-03-31 03:36:27,1072.0,Test,21.0,67.5,4.0,844281.25,6.0,9.0,Test,0
8340422,47475437_42821744954,966098061_30523796112_153833,2017-03-23 08:58:08,2017-03-23 09:00:02,114.0,Test,5.0,38.5,2.0,55410.67999999999,4.0,7.0,Test,0
8340499,853615551_59155982157,734564699_42308108294_526148,2017-04-07 15:13:01,2017-04-07 15:28:41,940.0,Control,9.0,57.5,2.0,142110.01,1.0,4.0,Control,0
8340850,524638061_514159260,914033474_12374327002_639492,2017-03-31 20:32:08,2017-03-31 21:13:42,2494.0,Test,15.0,69.5,2.0,94970.66,1.0,4.0,Test,1
8341199,351188410_21671407058,506533836_25657549961_789014,2017-04-12 14:29:10,2017-04-12 14:54:37,1527.0,Control,22.0,67.5,2.0,273429.59,3.0,6.0,Control,1
8342890,95428075_113765160,755774131_86490012630_80472,2017-04-16 21:37:55,2017-04-16 21:45:52,477.0,Test,12.0,52.5,2.0,56741.95,0.0,3.0,Test,1
8343597,600129968_68741190800,688641087_28208790467_60697,2017-04-02 19:37:12,2017-04-02 19:42:30,318.0,Test,14.0,58.5,2.0,136758.51,5.0,8.0,Test,0
8347065,698599196_72351889408,242868777_20201592983_752659,2017-04-01 13:59:53,2017-04-01 13:57:58,-115.0,Control,12.0,58.5,2.0,72213.51999999999,1.0,4.0,Control,0
8347135,290639460_68725783780,855961865_42463371231_92172,2017-04-13 19:03:24,2017-04-13 19:05:22,118.0,Test,6.0,29.5,3.0,66213.41,6.0,9.0,Test,0
8347580,45296496_53145699706,748941150_9085944457_682515,2017-03-29 18:54:58,2017-03-29 18:59:10,252.0,Test,6.0,31.5,2.0,25594.39,2.0,5.0,Test,0
8348010,17522902_67760562340,303955143_48114871130_523916,2017-04-18 17:05:53,2017-04-18 17:08:38,165.0,Test,6.0,20.5,2.0,45851.25,6.0,9.0,Test,0
8348798,636432919_2905272212,644274791_76882627791_467604,2017-04-25 20:45:54,2017-04-25 21:16:24,1830.0,Test,5.0,56.5,2.0,186121.51,1.0,4.0,Test,0
8351784,876286920_33119580570,739534435_22770027142_261368,2017-04-14 18:36:59,2017-04-14 18:46:27,568.0,Test,4.0,59.5,2.0,132105.58000000002,6.0,9.0,Test,0
8353994,287984318_87161023586,410197735_84972162345_263937,2017-03-29 11:43:22,2017-03-29 11:45:47,145.0,Control,4.0,31.5,2.0,145891.78999999998,2.0,5.0,Control,0
8358491,340571350_49757255636,486337578_869723089_42452,2017-04-07 14:36:48,2017-04-07 14:42:51,363.0,Control,29.0,61.5,2.0,30158.4,3.0,6.0,Control,0
8359010,670509696_1565592901,652566419_21780199809_92044,2017-06-12 21:09:03,2017-06-12 21:12:51,228.0,Control,6.0,27.0,2.0,51665.869999999995,1.0,4.0,Control,0
8359558,107397077_86974552672,49565602_8415802625_119566,2017-04-22 10:24:37,2017-04-22 10:36:08,691.0,Test,11.0,57.5,2.0,36597.41,4.0,7.0,Test,0
8362148,811684309_97689302488,993139886_84861025737_735977,2017-04-15 10:30:28,2017-04-15 10:44:37,849.0,Test,11.0,75.5,2.0,122971.89,1.0,4.0,Test,1
8364167,70664665_86956721286,369201262_91774986085_833700,2017-04-17 19:45:04,2017-04-17 19:56:54,710.0,Test,4.0,50.5,2.0,56382.19,2.0,5.0,Test,0
8368263,981137915_67589917770,351187180_61961363098_493148,2017-04-04 16:07:25,2017-04-04 16:35:04,1659.0,Test,10.0,64.5,3.0,508964.83,6.0,9.0,Test,0
8368543,743416113_67174253173,576193657_70961057589_541405,2017-03-29 11:58:58,2017-03-29 12:06:58,480.0,Test,7.0,68.5,2.0,25422.109999999997,2.0,5.0,Test,0
8369695,462935927_53087875044,68756125_34106389486_292009,2017-04-04 14:37:36,2017-04-04 15:03:24,1548.0,Test,10.0,23.5,2.0,32962.28,0.0,3.0,Test,0
8369849,692183029_29433492459,945320970_78042212714_6381,2017-04-05 13:21:04,2017-04-05 13:24:06,182.0,Test,9.0,43.5,3.0,1140613.5799999998,6.0,9.0,Test,0
8369912,324807223_64795760992,999100868_52203133534_433923,2017-04-02 14:57:18,2017-04-02 14:59:57,159.0,Test,8.0,60.5,2.0,46958.05,3.0,6.0,Test,1
8370386,238630197_96928867978,250090706_14625734819_275984,2017-03-30 11:43:56,2017-03-30 11:55:44,708.0,Control,7.0,55.5,2.0,147664.43,1.0,4.0,Control,0
8373117,125827981_59717761110,681804886_16907897741_278480,2017-04-01 20:15:54,2017-04-01 20:20:22,268.0,Test,15.0,52.5,2.0,88265.93,2.0,5.0,Test,0
8375341,680859255_62557010616,706903566_71810181864_284875,2017-04-12 12:01:56,2017-04-12 12:03:48,112.0,Control,10.0,25.5,2.0,30198.97,2.0,5.0,Control,0
8375478,77083760_51033345846,356416223_39725523269_57303,2017-04-19 11:33:33,2017-04-19 11:36:59,206.0,Test,6.0,25.5,2.0,43287.83,6.0,9.0,Test,0
8378593,661234301_33299009869,543065921_68153981305_94895,2017-06-01 09:02:21,2017-06-01 09:12:09,588.0,Control,33.0,59.0,2.0,68165.31,3.0,6.0,Control,1
8381023,45338371_63755927315,219703242_45469040093_137772,2017-03-29 12:32:08,2017-03-29 12:36:01,233.0,Control,38.0,58.5,2.0,59273.03,2.0,5.0,Control,1
8383466,182910448_44238939118,640614525_47126916333_72845,2017-05-05 11:45:41,2017-05-05 12:02:44,1023.0,Test,17.0,57.0,4.0,116514.02,2.0,5.0,Test,1
8386668,896300131_50974010788,729999701_30852197494_933568,2017-05-02 10:32:24,2017-05-02 10:37:00,276.0,Control,4.0,57.0,2.0,28602.64,3.0,6.0,Control,0
8388674,251497055_17707388339,467179463_13880521577_610843,2017-04-01 21:17:59,2017-04-01 21:25:24,445.0,Test,4.0,21.5,3.0,250785.23,2.0,5.0,Test,0
8390041,389234132_5797347554,377674376_94657113455_978924,2017-04-02 13:09:14,2017-04-02 13:06:01,-193.0,Control,22.0,49.5,3.0,82117.44,6.0,9.0,Control,0
8390636,74985536_34675961362,322001571_30974551514_535206,2017-04-05 11:28:56,2017-04-05 11:33:33,277.0,Test,9.0,44.5,3.0,58718.5,5.0,8.0,Test,0
8393766,93468087_41688453193,78297409_82653610453_586752,2017-04-05 12:56:33,2017-04-05 13:00:20,227.0,Test,20.0,45.5,2.0,83921.5,4.0,7.0,Test,0
8395741,856120818_90410853061,854322619_62381136281_293769,2017-04-05 01:53:02,2017-04-05 01:54:31,89.0,Test,14.0,66.5,3.0,80288.84,3.0,6.0,Test,0
8397479,735767846_5079785976,981078565_13090770451_531420,2017-04-04 20:53:43,2017-04-04 20:57:24,221.0,Test,10.0,33.5,2.0,54146.7,5.0,8.0,Test,0
8398431,90980854_90212584370,491521132_67645331042_597404,2017-04-05 17:33:32,2017-04-05 17:36:11,159.0,Control,13.0,62.5,3.0,629047.5700000001,4.0,7.0,Control,0
8400843,531193621_77695400619,530114485_56791187887_21159,2017-04-18 16:11:24,2017-04-18 16:13:58,154.0,Test,6.0,34.5,2.0,61219.46,6.0,9.0,Test,0
8402368,645755517_66970018443,183083432_90171008811_539787,2017-05-10 20:46:06,2017-05-10 20:48:37,151.0,Control,10.0,25.0,2.0,39550.82,6.0,9.0,Control,1
8402635,606523980_75154742672,661536756_44969281095_651068,2017-03-31 11:53:48,2017-03-31 12:01:32,464.0,Test,12.0,24.5,2.0,37161.72,2.0,5.0,Test,0
8403267,647398996_82427385941,343251732_43586191911_360800,2017-06-04 21:07:11,2017-06-04 21:11:06,235.0,Control,16.0,50.0,2.0,223841.05,5.0,8.0,Control,1
8403697,946483449_75268676749,792077400_37890891747_562246,2017-03-30 09:47:42,2017-03-30 09:50:13,151.0,Test,36.0,72.5,2.0,33193.84,2.0,5.0,Test,1
8404411,151380180_46150183212,178285870_92896221630_743859,2017-06-03 18:01:45,2017-06-03 18:05:03,198.0,Test,12.0,60.0,2.0,174008.64,6.0,9.0,Test,1
8404592,445457608_61900837222,15999693_84777007423_580565,2017-03-29 11:21:19,2017-03-29 11:24:36,197.0,Test,12.0,40.5,2.0,2854553.12,6.0,9.0,Test,0
8406200,681710511_56805515809,17904164_85258119180_635090,2017-06-08 13:24:08,2017-06-08 13:31:50,462.0,Control,16.0,60.0,2.0,43194.05,3.0,6.0,Control,1
8406430,290741986_98493739577,439097968_84932850341_156339,2017-05-04 15:06:47,2017-05-04 15:08:58,131.0,Test,12.0,30.0,4.0,79334.23999999999,4.0,8.0,Test,0
8406619,957871571_89290753261,224501255_62821578566_218403,2017-04-06 10:39:01,2017-04-06 10:38:20,-41.0,Test,21.0,74.5,3.0,138750.8,5.0,8.0,Test,1
8407501,296890631_83291043087,148725665_98566328236_514017,2017-03-31 10:12:19,2017-03-31 10:18:04,345.0,Test,13.0,51.5,2.0,259272.90999999997,2.0,5.0,Test,1
8408236,125249697_1426097618,975988273_15693869804_303841,2017-04-02 14:16:11,2017-04-02 14:24:47,516.0,Test,5.0,43.5,2.0,90119.5,1.0,4.0,Test,0
8409515,650859563_4915216544,381093142_58348036645_922189,2017-03-29 13:17:47,2017-03-29 13:09:17,-510.0,Control,23.0,69.5,3.0,53516.27,3.0,6.0,Control,0
8411404,882438266_86187680740,709865966_54953937859_547670,2017-04-19 14:37:47,2017-04-19 14:39:36,109.0,Test,12.0,36.5,2.0,31263.609999999997,6.0,9.0,Test,0
8413298,654410453_53347699959,732173295_56691875270_490445,2017-03-29 11:19:40,2017-03-29 11:23:21,221.0,Control,8.0,28.5,2.0,28884.69,1.0,4.0,Control,0
8413362,779251046_25070481592,570863306_81365449119_878874,2017-05-11 09:32:15,2017-05-11 09:55:31,1396.0,Test,5.0,63.0,2.0,351845.31,4.0,7.0,Test,0
8413646,123340833_8810801090,189606681_9608166772_833426,2017-04-19 13:31:13,2017-04-19 13:34:44,211.0,Control,5.0,54.5,2.0,25772.47,5.0,8.0,Control,0
8418665,147096469_25582864532,313051936_27957739881_629292,2017-04-03 10:10:42,2017-04-03 10:12:08,86.0,Test,5.0,39.5,2.0,26524.68,5.0,8.0,Test,0
8420137,347500819_35975817950,692278189_96122679553_599457,2017-04-16 17:51:58,2017-04-16 18:00:44,526.0,Test,19.0,43.5,2.0,43277.34,1.0,4.0,Test,1
8423312,482527467_93189664785,42756636_65721344425_222877,2017-04-02 14:16:51,2017-04-02 14:25:31,520.0,Test,29.0,56.5,2.0,32490.53,2.0,5.0,Test,1
8423502,702205992_96613546585,925928777_61938422664_739024,2017-04-13 11:28:56,2017-04-13 11:38:32,576.0,Test,7.0,57.5,2.0,133281.19,2.0,5.0,Test,0
8424645,823981756_90568239769,53231876_70399692949_560881,2017-05-10 21:26:53,2017-05-10 21:37:54,661.0,Control,4.0,67.0,3.0,199513.62,6.0,9.0,Control,0
